Date,Price,Open,High,Low,Vol.,Change %
1-Oct-19,53.62,54.28,54.84,53.05,589.18K,-0.83%
2-Oct-19,52.64,54,54.42,52.17,590.31K,-1.83%
3-Oct-19,52.45,52.47,52.91,50.99,642.47K,-0.36%
4-Oct-19,52.81,52.29,53.35,52.04,541.10K,0.69%
7-Oct-19,52.75,52.69,54.06,52.59,549.02K,-0.11%
8-Oct-19,52.63,52.81,53.27,51.81,658.32K,-0.23%
9-Oct-19,52.59,52.57,53.74,52.31,632.67K,-0.08%
10-Oct-19,53.55,52.69,53.97,51.38,613.94K,1.83%
11-Oct-19,54.7,53.88,54.93,53.64,741.70K,2.15%
14-Oct-19,53.59,54.9,54.9,52.77,467.64K,-2.03%
15-Oct-19,52.81,53.51,53.79,52.39,511.25K,-1.46%
16-Oct-19,53.36,52.92,53.74,52.51,451.64K,1.04%
17-Oct-19,53.93,52.99,54.16,52.62,418.42K,1.07%
18-Oct-19,53.78,54.09,54.62,53.35,174.48K,-0.28%
21-Oct-19,53.31,53.71,54.03,52.71,95.98K,-0.87%
22-Oct-19,54.16,53.39,54.62,53.1,33.92K,1.59%
23-Oct-19,55.97,54.3,56.07,53.62,620.20K,3.34%
24-Oct-19,56.23,55.9,56.51,55.41,480.76K,0.46%
25-Oct-19,56.66,56.07,56.74,55.6,445.02K,0.76%
28-Oct-19,55.81,56.65,56.92,55.58,437.02K,-1.50%
29-Oct-19,55.54,55.8,55.91,54.61,521.46K,-0.48%
30-Oct-19,55.06,55.53,55.73,54.42,659.33K,-0.86%
31-Oct-19,54.18,54.9,55.59,53.71,677.42K,-1.60%
1-Nov-19,56.2,54.15,56.33,54.07,538.12K,3.73%
4-Nov-19,56.54,56.41,57.43,55.83,580.35K,0.60%
5-Nov-19,57.23,56.56,57.5,56.3,435.32K,1.22%
6-Nov-19,56.35,57.26,57.85,56.11,623.26K,-1.54%
7-Nov-19,57.15,56.35,57.88,56.27,678.17K,1.42%
8-Nov-19,57.24,57.08,57.48,55.76,636.94K,0.16%
11-Nov-19,56.86,57.4,57.4,56.25,498.98K,-0.66%
12-Nov-19,56.8,56.89,57.55,56.54,586.57K,-0.11%
13-Nov-19,57.12,56.79,57.53,56.2,547.64K,0.56%
14-Nov-19,56.77,57.39,57.79,56.63,516.83K,-0.61%
15-Nov-19,57.72,56.91,57.97,56.43,375.99K,1.67%
18-Nov-19,57.05,57.88,58.09,56.55,159.33K,-1.16%
19-Nov-19,55.21,56.9,57.11,55.04,121.21K,-3.23%
20-Nov-19,57.11,55.16,57.25,54.76,31.92K,3.44%
21-Nov-19,58.58,57,58.67,56.6,593.53K,2.57%
22-Nov-19,57.77,58.31,58.74,57.5,508.24K,-1.38%
25-Nov-19,58.01,57.92,58.15,57.21,420.64K,0.42%
26-Nov-19,58.41,57.92,58.56,57.76,443.82K,0.69%
27-Nov-19,58.11,58.27,58.68,57.51,454.26K,-0.51%
28-Nov-19,58.08,57.97,58.29,57.64,-,-0.05%
29-Nov-19,55.17,58.13,58.3,55.02,718.72K,-5.01%
2-Dec-19,55.96,55.47,56.67,55.42,616.42K,1.43%
3-Dec-19,56.1,55.96,56.8,55.35,560.55K,0.25%
4-Dec-19,58.43,56.43,58.66,56.28,760.54K,4.15%
5-Dec-19,58.43,58.36,59.12,58.1,649.46K,0.00%
6-Dec-19,59.2,58.32,59.85,57.7,679.61K,1.32%
9-Dec-19,59.02,59.11,59.25,58.23,511.56K,-0.30%
10-Dec-19,59.24,58.92,59.52,58.52,566.82K,0.37%
11-Dec-19,58.76,59.06,59.22,58.11,589.65K,-0.81%
12-Dec-19,59.18,58.88,59.72,58.75,530.85K,0.71%
13-Dec-19,60.07,59.36,60.48,59.27,512.29K,1.50%
16-Dec-19,60.21,59.87,60.34,59.71,347.40K,0.23%
17-Dec-19,60.94,60.23,61.06,60.03,163.74K,1.21%
18-Dec-19,60.93,60.55,61.18,60.32,131.07K,-0.02%
19-Dec-19,61.22,60.86,61.47,60.79,35.46K,0.48%
20-Dec-19,60.44,61.11,61.2,60.02,552.52K,-1.27%
23-Dec-19,60.52,60.41,60.77,60.1,314.71K,0.13%
24-Dec-19,61.11,60.63,61.16,60.47,204.54K,0.97%
25-Dec-19,61.19,61.45,61.52,61.17,-,0.13%
26-Dec-19,61.68,61.2,61.83,61.06,265.09K,0.80%
27-Dec-19,61.72,61.73,61.97,61.24,351.90K,0.06%
30-Dec-19,61.68,61.71,62.34,61.09,427.15K,-0.06%
31-Dec-19,61.06,61.68,61.88,60.63,494.54K,-1.01%
1-Jan-20,61.33,61.52,61.54,61.33,-,0.44%
2-Jan-20,61.18,61.6,61.6,60.64,486.87K,-0.24%
3-Jan-20,63.05,61.18,64.09,61.13,885.86K,3.06%
6-Jan-20,63.27,63.71,64.72,62.64,724.24K,0.35%
7-Jan-20,62.7,62.91,63.15,62.11,582.65K,-0.90%
8-Jan-20,59.61,62.84,65.65,59.15,1.21M,-4.93%
9-Jan-20,59.56,59.99,60.31,58.66,750.93K,-0.08%
10-Jan-20,59.04,59.61,59.78,58.85,596.19K,-0.87%
13-Jan-20,58.08,59.04,59.27,57.91,584.00K,-1.63%
14-Jan-20,58.23,58.03,58.72,57.72,507.71K,0.26%
15-Jan-20,57.81,58.2,58.36,57.36,433.17K,-0.72%
16-Jan-20,58.52,58.1,58.87,57.56,182.87K,1.23%
17-Jan-20,58.54,58.59,58.98,58.27,122.56K,0.03%
19-Jan-20,59.27,59.36,59.66,59.2,-,1.25%
20-Jan-20,58.73,59.28,59.32,58.56,-,-0.91%
21-Jan-20,58.34,59.17,59.73,57.68,50.18K,-0.66%
22-Jan-20,56.74,58.26,58.38,56.03,620.12K,-2.74%
23-Jan-20,55.59,56.11,56.27,54.77,704.00K,-2.03%
24-Jan-20,54.19,55.69,55.95,53.85,586.20K,-2.52%
27-Jan-20,53.14,53.7,53.71,52.13,712.88K,-1.94%
28-Jan-20,53.48,52.77,54.06,52.68,633.96K,0.64%
29-Jan-20,53.33,53.97,54.37,52.81,624.98K,-0.28%
30-Jan-20,52.14,53.09,53.2,51.66,720.12K,-2.23%
31-Jan-20,51.56,52.92,53.36,50.97,827.91K,-1.11%
3-Feb-20,50.11,51.01,51.97,49.8,876.04K,-2.81%
4-Feb-20,49.61,49.94,51.55,49.31,859.36K,-1.00%
5-Feb-20,50.75,49.51,51.88,49.47,887.95K,2.30%
6-Feb-20,50.95,51.17,52.2,50.24,750.66K,0.39%
7-Feb-20,50.32,51.11,51.48,50.09,768.35K,-1.24%
10-Feb-20,49.57,50.12,50.49,49.42,715.89K,-1.49%
11-Feb-20,49.94,49.61,50.69,49.58,725.73K,0.75%
12-Feb-20,51.17,49.96,51.73,49.95,795.26K,2.46%
13-Feb-20,51.42,51.72,51.96,50.6,745.40K,0.49%
14-Feb-20,52.05,51.51,52.34,51.32,607.34K,1.23%
16-Feb-20,52.36,52.45,52.63,52.34,-,0.60%
17-Feb-20,52.2,52.34,52.59,52.05,-,-0.31%
18-Feb-20,52.05,52.23,52.41,50.88,221.77K,-0.29%
19-Feb-20,53.29,52.12,53.66,51.93,113.68K,2.38%
20-Feb-20,53.78,53.5,54.5,53.22,30.67K,0.92%
21-Feb-20,53.38,53.74,53.86,52.55,707.56K,-0.74%
24-Feb-20,51.43,52.6,52.64,50.45,765.52K,-3.65%
25-Feb-20,49.9,51.37,52.02,49.69,764.99K,-2.97%
26-Feb-20,48.73,50.08,50.44,48.3,884.48K,-2.34%
27-Feb-20,47.09,48.63,48.78,45.88,1.01M,-3.37%
28-Feb-20,44.76,46.49,47.03,43.85,1.10M,-4.95%
2-Mar-20,46.75,43.7,47.56,43.32,949.47K,4.45%
3-Mar-20,47.18,47.72,48.66,46.47,1.01M,0.92%
4-Mar-20,46.78,46.94,48.41,46.65,745.86K,-0.85%
5-Mar-20,45.9,47.13,47.57,45.65,704.59K,-1.88%
6-Mar-20,41.28,46.09,46.38,41.05,1.28M,-10.07%
9-Mar-20,31.13,32.87,34.88,27.34,1.77M,-24.59%
10-Mar-20,34.36,30.37,35.02,30.2,1.06M,10.38%
11-Mar-20,32.98,34.62,36.35,32.56,874.65K,-4.02%
12-Mar-20,31.5,33.07,33.63,30.02,1.03M,-4.49%
13-Mar-20,31.73,30.77,33.87,30.33,743.13K,0.73%
16-Mar-20,28.7,33.75,33.75,28.1,698.83K,-9.55%
17-Mar-20,26.95,28.69,30.3,26.63,545.82K,-6.10%
18-Mar-20,20.37,26.94,27.22,20.06,309.48K,-24.42%
19-Mar-20,25.22,22.3,27.71,21.36,136.72K,23.81%
20-Mar-20,22.43,24.73,27.89,19.46,29.76K,-11.06%
23-Mar-20,23.36,22.52,24.07,20.8,852.95K,4.15%
24-Mar-20,24.01,23.87,25.16,23.09,659.70K,2.78%
25-Mar-20,24.49,24.37,25.24,22.91,618.73K,2.00%
26-Mar-20,22.6,24.25,24.65,22.38,633.88K,-7.72%
27-Mar-20,21.51,23.29,23.44,20.88,603.12K,-4.82%
30-Mar-20,20.09,20.93,20.93,19.27,758.71K,-6.60%
31-Mar-20,20.48,20.23,21.89,20.01,660.08K,1.94%
1-Apr-20,20.31,20.1,21.55,19.9,703.29K,-0.83%
2-Apr-20,25.32,21.22,27.39,20.76,1.10M,24.67%
3-Apr-20,28.34,24.81,29.13,23.52,1.01M,11.93%
6-Apr-20,26.08,26.09,28.24,25.28,752.71K,-7.97%
7-Apr-20,23.63,26.34,27.24,23.54,797.71K,-9.39%
8-Apr-20,25.09,24.3,26.45,23.74,823.55K,6.18%
9-Apr-20,22.76,26.28,28.36,22.57,1.12M,-9.29%
13-Apr-20,22.41,24.6,24.74,22.03,775.12K,-1.54%
14-Apr-20,20.11,22.36,23.08,19.95,785.48K,-10.26%
15-Apr-20,19.87,20.72,20.89,19.2,544.80K,-1.19%
16-Apr-20,19.87,20.15,20.53,19.42,350.94K,0.00%
17-Apr-20,18.27,20,20.22,17.31,240.63K,-8.05%
20-Apr-20,14.14,17.73,17.85,-40.32,247.95K,-305.97%
21-Apr-20,10.01,-14,13.86,-16.74,18.44K,-126.60%
22-Apr-20,13.78,13.12,16.18,10.26,1.24M,37.66%
23-Apr-20,16.5,14.2,18.26,13.35,833.58K,19.74%
24-Apr-20,16.94,16.78,17.97,15.64,600.22K,2.67%
27-Apr-20,12.78,16.84,16.98,11.88,623.20K,-24.56%
28-Apr-20,12.34,12.96,13.69,10.07,897.09K,-3.44%
29-Apr-20,15.06,13.35,16.78,12.67,554.13K,22.04%
30-Apr-20,18.84,15.64,19.44,15.45,545.34K,25.10%
1-May-20,19.78,19.04,20.48,18.07,403.20K,4.99%
4-May-20,20.39,19.11,21.42,18.05,311.49K,3.08%
5-May-20,24.56,21.24,25.49,21.13,387.24K,20.45%
6-May-20,23.99,25.52,26.08,22.58,381.17K,-2.32%
7-May-20,23.55,24.09,26.74,22.94,310.26K,-1.83%
8-May-20,24.74,23.35,24.99,23.26,205.18K,5.05%
11-May-20,24.14,24.49,25.58,23.67,179.59K,-2.43%
12-May-20,25.78,24.49,26.23,24.22,212.34K,6.79%
13-May-20,25.29,25.3,26.45,24.79,150.86K,-1.90%
14-May-20,27.56,25.56,27.96,25.18,160.51K,8.98%
15-May-20,29.43,27.64,29.92,27.24,108.02K,6.79%
18-May-20,31.82,29.53,33.32,29.53,89.38K,8.12%
19-May-20,32.5,32.83,33.44,31.34,36.07K,2.14%
20-May-20,33.49,31.89,33.78,31.56,406.43K,3.05%
21-May-20,33.92,33.53,34.66,33.26,372.81K,1.28%
22-May-20,33.25,33.95,34,30.72,429.04K,-1.98%
24-May-20,32.9,33.38,33.42,32.5,-,-1.05%
25-May-20,33.92,32.92,34.18,32.72,-,3.10%
26-May-20,34.35,33.3,34.81,32.48,466.74K,1.27%
27-May-20,32.81,34.14,34.32,31.75,415.25K,-4.48%
28-May-20,33.71,32.1,34.21,31.14,440.17K,2.74%
29-May-20,35.49,33.68,35.77,32.36,443.65K,5.28%
1-Jun-20,35.44,35.21,35.9,34.27,385.71K,-0.14%
2-Jun-20,36.81,35.56,37.06,35.28,343.48K,3.87%
3-Jun-20,37.29,36.86,38.18,35.88,494.25K,1.30%
4-Jun-20,37.41,36.76,37.62,36.38,307.61K,0.32%
5-Jun-20,39.55,37.33,39.68,37.05,396.86K,5.72%
8-Jun-20,38.19,39.41,40.44,37.96,416.64K,-3.44%
9-Jun-20,38.94,38.22,39.1,37.07,396.03K,1.96%
10-Jun-20,39.6,38.5,39.91,37.73,385.87K,1.69%
11-Jun-20,36.34,39.09,39.09,35.41,513.91K,-8.23%
12-Jun-20,36.26,36.26,36.99,34.48,406.51K,-0.22%
15-Jun-20,37.12,36.03,37.26,34.36,387.55K,2.37%
16-Jun-20,38.38,37.05,39.06,36.38,366.32K,3.39%
17-Jun-20,37.96,37.93,38.75,37.21,239.52K,-1.09%
18-Jun-20,38.84,37.74,38.97,37.11,113.38K,2.32%
19-Jun-20,39.75,38.85,40.49,38.4,64.11K,2.34%
22-Jun-20,40.46,39.18,40.7,39.12,29.89K,1.79%
23-Jun-20,40.37,40.68,41.63,39.76,368.73K,-0.22%
24-Jun-20,38.01,39.99,40.54,37.31,499.49K,-5.85%
25-Jun-20,38.72,38.05,39.23,37.08,451.64K,1.87%
26-Jun-20,38.49,39.09,39.35,37.79,356.71K,-0.59%
29-Jun-20,39.7,37.96,39.89,37.5,343.91K,3.14%
30-Jun-20,39.27,39.64,40.08,38.85,370.06K,-1.08%
1-Jul-20,39.82,39.84,40.58,39.05,407.17K,1.40%
2-Jul-20,40.65,39.78,40.74,39.46,347.10K,2.08%
3-Jul-20,40.28,40.23,40.5,39.86,-,-0.91%
6-Jul-20,40.63,40.31,41.08,39.84,373.24K,0.87%
7-Jul-20,40.62,40.68,40.95,39.9,256.60K,-0.02%
8-Jul-20,40.9,40.48,41.08,40.3,286.74K,0.69%
9-Jul-20,39.62,40.87,40.99,39.27,367.39K,-3.13%
10-Jul-20,40.55,39.58,40.77,38.54,393.15K,2.35%
13-Jul-20,40.1,40.35,40.72,39.47,370.72K,-1.11%
14-Jul-20,40.29,39.6,40.57,39.07,426.97K,0.47%
15-Jul-20,41.2,40.55,41.26,40.08,352.54K,2.26%
16-Jul-20,40.75,40.97,41.18,40.52,200.10K,-1.09%
17-Jul-20,40.59,40.72,40.9,40.02,88.22K,-0.39%
20-Jul-20,40.81,40.64,40.91,39.83,60.18K,0.54%
21-Jul-20,41.96,40.65,42.4,40.64,25.62K,2.82%
22-Jul-20,41.9,41.54,42.03,41.14,333.65K,-0.14%
23-Jul-20,41.07,41.95,42.36,40.83,389.41K,-1.98%
24-Jul-20,41.29,41.06,41.67,40.66,353.16K,0.54%
27-Jul-20,41.6,41.26,41.82,40.48,377.71K,0.75%
28-Jul-20,41.04,41.65,41.93,40.85,276.80K,-1.35%
29-Jul-20,41.27,41.13,41.57,40.93,295.86K,0.56%
30-Jul-20,39.92,41.32,41.39,38.72,487.33K,-3.27%
31-Jul-20,40.27,40.34,40.55,39.66,318.79K,0.88%
3-Aug-20,41.01,40.39,41.24,39.58,338.33K,1.84%
4-Aug-20,41.7,40.78,42.08,40.14,451.58K,1.68%
5-Aug-20,42.19,41.56,43.52,41.47,491.27K,1.18%
6-Aug-20,41.95,42.19,42.65,41.61,359.61K,-0.57%
7-Aug-20,41.22,41.97,42.22,41.06,399.00K,-1.74%
10-Aug-20,41.94,41.5,42.33,41.17,367.80K,1.75%
11-Aug-20,41.61,41.98,42.94,41.48,432.84K,-0.79%
12-Aug-20,42.67,41.62,42.9,41.53,397.83K,2.55%
13-Aug-20,42.24,42.57,42.84,42.09,329.51K,-1.01%
14-Aug-20,42.01,42.33,42.57,41.62,310.87K,-0.54%
17-Aug-20,42.89,42.24,42.97,41.8,208.43K,2.09%
18-Aug-20,42.89,42.79,42.99,42.11,111.63K,0.00%
19-Aug-20,42.93,42.6,43.03,42.36,81.30K,0.09%
20-Aug-20,42.58,42.74,42.79,41.5,27.43K,-0.82%
21-Aug-20,42.34,42.75,42.96,41.46,345.37K,-0.56%
24-Aug-20,42.62,42.48,42.89,42.23,294.73K,0.66%
25-Aug-20,43.35,42.36,43.57,42.31,330.80K,1.71%
26-Aug-20,43.39,43.39,43.78,43,262.24K,0.09%
27-Aug-20,43.04,43.45,43.5,42.36,320.97K,-0.81%
28-Aug-20,42.97,42.98,43.42,42.69,272.80K,-0.16%
31-Aug-20,42.61,42.91,43.57,42.56,236.88K,-0.84%
1-Sep-20,42.76,42.83,43.43,42.72,285.15K,0.35%
2-Sep-20,41.51,43.02,43.21,41.23,421.77K,-2.92%
3-Sep-20,41.37,41.63,41.79,40.22,417.63K,-0.34%
4-Sep-20,39.77,41.25,41.87,39.35,444.18K,-3.87%
6-Sep-20,38.75,39.47,39.48,38.57,-,-2.56%
7-Sep-20,39.2,38.77,39.53,38.77,-,1.16%
8-Sep-20,36.76,39.48,39.59,36.13,720.98K,-6.22%
9-Sep-20,38.05,36.79,38.45,36.16,455.36K,3.51%
10-Sep-20,37.3,37.8,38.18,36.93,367.56K,-1.97%
11-Sep-20,37.33,37.01,37.82,36.67,363.79K,0.08%
14-Sep-20,37.26,37.32,37.68,36.82,347.56K,-0.19%
15-Sep-20,38.28,37.28,38.57,37.06,348.86K,2.74%
16-Sep-20,40.16,38.35,40.34,38.35,367.61K,4.91%
17-Sep-20,40.97,40.19,41.22,39.42,280.67K,2.02%
18-Sep-20,41.11,40.97,41.49,40.3,73.76K,0.34%
21-Sep-20,39.31,40.98,41.27,38.66,66.20K,-4.38%
22-Sep-20,39.6,39.63,40.02,39,23.22K,0.74%
23-Sep-20,39.93,39.76,40.75,39.26,318.75K,0.83%
24-Sep-20,40.31,39.6,40.37,39.12,269.99K,0.95%
25-Sep-20,40.25,40.15,40.64,39.71,229.03K,-0.15%
28-Sep-20,40.6,40.07,40.8,39.78,226.43K,0.87%
29-Sep-20,39.29,40.58,40.7,38.41,379.60K,-3.23%
30-Sep-20,40.22,39.16,40.37,38.68,340.29K,2.37%
1-Oct-20,38.72,39.9,40.47,37.61,443.44K,-3.73%
2-Oct-20,37.05,38.6,38.65,36.63,391.43K,-4.31%
5-Oct-20,39.22,37,39.72,37,378.58K,5.86%
6-Oct-20,40.67,39.35,40.86,39.1,400.53K,3.70%
7-Oct-20,39.95,39.83,40.35,39.28,433.07K,-1.77%
8-Oct-20,41.19,39.99,41.33,39.76,409.79K,3.10%
9-Oct-20,40.6,41.31,41.47,40.38,331.70K,-1.43%
12-Oct-20,39.43,40.4,40.45,39.04,322.04K,-2.88%
13-Oct-20,40.2,39.53,40.53,39.35,375.47K,1.95%
14-Oct-20,41.04,40.19,41.16,39.82,328.30K,2.09%
15-Oct-20,40.96,41.13,41.29,39.22,248.25K,-0.19%
16-Oct-20,40.88,40.88,41.05,40.08,96.49K,-0.20%
19-Oct-20,40.83,40.69,41.22,40.54,75.34K,-0.12%
20-Oct-20,41.46,40.65,41.7,40.25,24.52K,1.54%
21-Oct-20,40.03,41.22,41.59,39.78,366.90K,-3.45%
22-Oct-20,40.64,40.04,41.02,39.71,307.49K,1.52%
23-Oct-20,39.85,40.61,40.92,39.57,268.93K,-1.94%
26-Oct-20,38.56,39.69,39.74,38.28,360.18K,-3.24%
27-Oct-20,39.57,38.59,39.83,38.51,339.54K,2.62%
28-Oct-20,37.39,38.97,39.01,36.97,489.95K,-5.51%
29-Oct-20,36.17,37.39,37.76,34.92,568.82K,-3.26%
30-Oct-20,35.79,36.07,36.6,35.21,388.97K,-1.05%
2-Nov-20,36.81,35.24,37.15,33.64,489.20K,2.85%
3-Nov-20,37.66,37.03,38.32,36.57,410.61K,2.31%
4-Nov-20,39.15,38.15,39.25,37.26,437.00K,3.96%
5-Nov-20,38.79,39.17,39.35,38.27,298.37K,-0.92%
6-Nov-20,37.14,38.54,38.61,37.06,411.03K,-4.25%
9-Nov-20,40.29,37.34,41.33,37.16,622.92K,8.48%
10-Nov-20,41.36,39.91,41.84,39.41,457.05K,2.66%
11-Nov-20,41.45,41.79,43.06,41.32,443.77K,0.22%
12-Nov-20,41.12,41.47,42.19,40.87,401.03K,-0.80%
13-Nov-20,40.13,40.94,40.94,40.06,338.19K,-2.41%
16-Nov-20,41.34,40.17,42.09,40.15,378.79K,3.02%
17-Nov-20,41.43,41.44,41.69,40.57,243.68K,0.22%
18-Nov-20,41.82,41.35,42.46,41.08,107.01K,0.94%
19-Nov-20,41.74,41.61,41.98,41.08,88.14K,-0.19%
20-Nov-20,42.15,41.7,42.32,41.51,29.78K,0.98%
23-Nov-20,43.06,42.46,43.36,42.29,300.72K,2.16%
24-Nov-20,44.91,42.84,45.2,42.82,418.53K,4.30%
25-Nov-20,45.71,44.82,46.26,44.73,417.18K,1.78%
26-Nov-20,44.98,45.77,46.09,44.73,-,-1.60%
27-Nov-20,45.53,45.9,46.09,44.55,365.13K,1.22%
30-Nov-20,45.34,45.34,45.8,44.42,370.76K,-0.42%
1-Dec-20,44.55,45.08,45.7,44.12,314.92K,-1.74%
2-Dec-20,45.28,44.38,45.92,43.92,368.85K,1.64%
3-Dec-20,45.64,44.99,45.84,44.66,350.77K,0.80%
4-Dec-20,46.26,45.64,46.68,45.61,335.45K,1.36%
7-Dec-20,45.76,46.15,46.54,45.36,348.87K,-1.08%
8-Dec-20,45.6,45.66,45.93,45.14,332.64K,-0.35%
9-Dec-20,45.52,45.6,46.24,44.95,434.98K,-0.18%
10-Dec-20,46.78,45.69,47.74,45.52,447.53K,2.77%
11-Dec-20,46.57,46.97,47.29,46.34,367.31K,-0.45%
14-Dec-20,46.99,46.73,47.44,45.69,403.54K,0.90%
15-Dec-20,47.62,46.99,47.73,46.54,311.17K,1.34%
16-Dec-20,47.82,47.6,47.94,47.17,275.33K,0.42%
17-Dec-20,48.36,47.85,48.59,47.81,96.54K,1.13%
18-Dec-20,49.1,48.43,49.28,48.1,83.71K,1.53%
21-Dec-20,47.74,48.54,48.61,46.18,27.96K,-2.77%
22-Dec-20,47.02,47.93,47.96,46.6,295.74K,-1.51%
23-Dec-20,48.12,46.79,48.5,46.16,344.31K,2.34%
24-Dec-20,48.23,48.09,48.62,47.56,167.39K,0.23%
28-Dec-20,47.62,48.23,48.96,47.5,238.46K,-1.26%
29-Dec-20,48,47.72,48.35,47.68,213.78K,0.80%
30-Dec-20,48.4,48.13,48.66,47.61,266.96K,0.83%
31-Dec-20,48.52,48.35,48.58,47.77,181.89K,0.25%
